text,aspect,sentiment
I had been very happy with the online shipments ... until I got a torn sweater from my sleeve ... I requested a return and I am still waiting ... And still I ordered something else again but I got stained with neck makeup .. I think it does not give me so much confidence buying online through this app ..,delivery speed,0
"Very fast app, I highly recommend it",app performance,1
"Very fast app, I highly recommend it",delivery speed,1
Love the ease of making trades.,ease of use,1
Does what it's supposed to.,brand satisfaction,1
"Been fine until the last two orders keeps taking things off, me not realising until it's too late! Got rid of it now",app performance,0
Horrible customer service. I wouldn't recommend,support attitude,0
"It has arrived as and what I have ordered in good condition. I do not give it 5 stars because in this situation, even if more plastics are produced, it is better if the package was plastic because it is easier to disinfect.",brand satisfaction,1
super fast delivery I'm delighted,delivery speed,1
quick and easy to get quotes and chose the best ones to follow up on. Was able to make a purchase fairly quickly once choice was made.,competitor comparison,1
quick and easy to get quotes and chose the best ones to follow up on. Was able to make a purchase fairly quickly once choice was made.,ease of use,1
quick and easy to get quotes and chose the best ones to follow up on. Was able to make a purchase fairly quickly once choice was made.,delivery speed,1
Great start with my new over 60 card.,ease of use,1
Easy to use and all of the Best Sneakers are at your fingertips.,ease of use,1
Easy to use and all of the Best Sneakers are at your fingertips.,competitor comparison,1
What the hell is 24600th in the waiting list ? Not useful.,brand satisfaction,0
Friday morning 9:30am update there system. Not good would not recommend. Lost my could not buy or sell.,app performance,0
It is excellent to make your purchases,brand satisfaction,1
